term,beta,exp_beta,interpretation,model,n,r_squared,age_centering_mean,source_table,beta_hat,CI_low,CI_high,n_boot_success,outcome,endpoint,model_set,effect_measure,estimator,OR,ci_includes_null,effect_direction,events_exposed,n_exposed,events_total,E_value_point,E_value_CI,endpoint_label,rare_event_warning,interpretation_caution,VIF,note,hl_stat,hl_df,hl_p,hl_groups_used,n_complete_case,prevalence,n_tai_pos,n_tai_neg,events_tai_pos,events_tai_neg,risk_tai_pos,risk_tai_neg,rare_event_warning_tai_pos,rare_event_warning_total,leverage,cooks_d,dfbeta_const,dfbeta_TAI,dfbeta_age,flag_high_leverage,flag_high_cooks,comparison,lr_stat,df_diff,p_value,AIC_linear,AIC_spline
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,2.768401569174791e-05,0.0027326151949261,0.0021186810388836,-0.0034141902475026,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,2.768401569174791e-05,0.0027326151949261,0.0021186810388836,-0.0034141902475026,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,2.768401569174791e-05,0.0027326151949261,0.0021186810388836,-0.0034141902475026,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,2.768401569174791e-05,0.0027326151949261,0.0021186810388836,-0.0034141902475026,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,0.0055129040098334,-0.0385615205779749,-0.0298979390257639,0.0481796221182383,False,True,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,2.768401569174791e-05,0.0027326151949261,0.0021186810388836,-0.0034141902475026,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,2.768401569174791e-05,0.0027326151949261,0.0021186810388836,-0.0034141902475026,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,2.768401569174791e-05,0.0027326151949261,0.0021186810388836,-0.0034141902475026,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,2.768401569174791e-05,0.0027326151949261,0.0021186810388836,-0.0034141902475026,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,2.768401569174791e-05,0.0027326151949261,0.0021186810388836,-0.0034141902475026,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,2.768401569174791e-05,0.0027326151949261,0.0021186810388836,-0.0034141902475026,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,2.768401569174791e-05,0.0027326151949261,0.0021186810388836,-0.0034141902475026,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0117333396255275,0.000195703938918,0.0018514664188641,-0.0233950042713752,-0.0018573286045947,True,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,2.768401569174791e-05,0.0027326151949261,0.0021186810388836,-0.0034141902475026,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,2.768401569174791e-05,0.0027326151949261,0.0021186810388836,-0.0034141902475026,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,2.768401569174791e-05,0.0027326151949261,0.0021186810388836,-0.0034141902475026,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,2.768401569174791e-05,0.0027326151949261,0.0021186810388836,-0.0034141902475026,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,2.768401569174791e-05,0.0027326151949261,0.0021186810388836,-0.0034141902475026,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,2.768401569174791e-05,0.0027326151949261,0.0021186810388836,-0.0034141902475026,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,2.768401569174791e-05,0.0027326151949261,0.0021186810388836,-0.0034141902475026,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,2.768401569174791e-05,0.0027326151949261,0.0021186810388836,-0.0034141902475026,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,2.768401569174791e-05,0.0027326151949261,0.0021186810388836,-0.0034141902475026,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,2.768401569174791e-05,0.0027326151949261,0.0021186810388836,-0.0034141902475026,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,2.768401569174791e-05,0.0027326151949261,0.0021186810388836,-0.0034141902475026,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,2.768401569174791e-05,0.0027326151949261,0.0021186810388836,-0.0034141902475026,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,2.768401569174791e-05,0.0027326151949261,0.0021186810388836,-0.0034141902475026,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,0.0055129040098334,-0.0385615205779749,-0.0298979390257639,0.0481796221182383,False,True,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,2.768401569174791e-05,0.0027326151949261,0.0021186810388836,-0.0034141902475026,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0011692565618807,2.768401569174791e-05,0.0027326151949261,0.0021186810388836,-0.0034141902475026,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.012254530102447,0.000214930428763,-0.0017611871942027,-0.0246153939830377,0.0017667635343046,True,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.012254530102447,0.000214930428763,-0.0017611871942027,-0.0246153939830377,0.0017667635343046,True,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.012254530102447,0.000214930428763,-0.0017611871942027,-0.0246153939830377,0.0017667635343046,True,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,0.0048680614468917,0.0313540844299195,-0.0281871516457217,-0.0219897346589841,False,True,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.012254530102447,0.000214930428763,-0.0017611871942027,-0.0246153939830377,0.0017667635343046,True,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.012254530102447,0.0815591564367307,0.0343078046939844,0.4795061717574433,-0.034416431413366,True,True,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.012254530102447,0.000214930428763,-0.0017611871942027,-0.0246153939830377,0.0017667635343046,True,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.012254530102447,0.000214930428763,-0.0017611871942027,-0.0246153939830377,0.0017667635343046,True,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
,,,,,,,,TableS10_influence_primary,,,,,,,,,,,,,,,,,,,,,,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native.",,,,,,,,,,,,,,,0.0010847360013756,2.6973353852769854e-05,-0.0023339071400106,0.0020981698454392,0.0016368520931412,False,False,,,,,,
